month,total_sales,total_profit,order_count,avg_unit_price,avg_discount,total_quantity,month_num,quarter,year,time_idx,lag_1,lag_2,roll_mean_3,roll_std_3,cat_Clothing & Accessories,cat_Furniture,cat_Office Supplies,cat_Technology,reg_Asia Pacific,reg_Europe,reg_Middle East & Africa,reg_North America,reg_South America
2024-07-01,50.0,3.42,1.0,58.82,15.0,1.0,7,3,2024,19,2398.15,0.0,1737.3166666666668,1518.8459865415366,False,True,False,False,False,False,False,False,True
2024-08-01,0.0,0.0,0.0,55.09,0.0,0.0,8,3,2024,20,50.0,2398.15,816.0500000000001,1370.3668514306669,False,True,False,False,False,False,False,False,True
2024-09-01,155.86,27.4,1.0,64.94,20.0,3.0,9,3,2024,21,0.0,50.0,816.0500000000001,1370.3668514306669,False,True,False,False,False,False,False,False,True
2024-10-01,0.0,0.0,0.0,55.09,0.0,0.0,10,4,2024,22,155.86,0.0,68.62,79.58085950779441,False,True,False,False,False,False,False,False,True
2024-11-01,609.75,213.67,2.0,164.70999999999998,10.0,3.0,11,4,2024,23,0.0,155.86,51.95333333333334,89.98581295589123,False,True,False,False,False,False,False,False,True
2024-12-01,1038.67,352.14,2.0,388.06,7.5,3.0,12,4,2024,24,609.75,0.0,255.20333333333335,316.7816109456682,False,True,False,False,False,False,False,False,True
2025-01-01,0.0,0.0,0.0,55.09,0.0,0.0,1,1,2025,25,1038.67,609.75,549.4733333333334,521.9519131427078,False,True,False,False,False,False,False,False,True
2025-02-01,0.0,0.0,0.0,55.09,0.0,0.0,2,1,2025,26,0.0,1038.67,549.4733333333334,521.9519131427078,False,True,False,False,False,False,False,False,True
2025-03-01,0.0,0.0,0.0,55.09,0.0,0.0,3,1,2025,27,0.0,0.0,346.22333333333336,599.6764040991881,False,True,False,False,False,False,False,False,True
2025-04-01,505.47,166.11,2.0,179.55,5.0,3.0,4,2,2025,28,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,True
2025-05-01,0.0,0.0,0.0,55.09,0.0,0.0,5,2,2025,29,505.47,0.0,168.49,291.83324056728014,False,True,False,False,False,False,False,False,True
2025-06-01,0.0,0.0,0.0,55.09,0.0,0.0,6,2,2025,30,0.0,505.47,168.49,291.83324056728014,False,True,False,False,False,False,False,False,True
2025-07-01,970.84,352.07,2.0,120.525,5.0,8.0,7,3,2025,31,0.0,0.0,168.49,291.83324056728014,False,True,False,False,False,False,False,False,True
2025-08-01,0.0,0.0,0.0,55.09,0.0,0.0,8,3,2025,32,970.84,0.0,323.61333333333334,560.5147353400563,False,True,False,False,False,False,False,False,True
2025-09-01,599.91,171.82,2.0,167.815,12.5,4.0,9,3,2025,33,0.0,970.84,323.61333333333334,560.5147353400563,False,True,False,False,False,False,False,False,True
2025-10-01,0.0,0.0,0.0,55.09,0.0,0.0,10,4,2025,34,599.91,0.0,523.5833333333334,489.89988409197787,False,True,False,False,False,False,False,False,True
2025-11-01,356.1,130.79,1.0,178.05,0.0,2.0,11,4,2025,35,0.0,599.91,199.97,346.35819998954844,False,True,False,False,False,False,False,False,True
2025-12-01,718.33,238.34,2.0,139.355,10.0,5.0,12,4,2025,36,356.1,0.0,318.67,301.70143469993644,False,True,False,False,False,False,False,False,True
2023-03-01,184.77,35.459999999999994,5.0,14.65,8.0,13.0,3,1,2023,3,213.01,118.01,165.51,67.175144212722,False,False,True,False,True,False,False,False,False
2023-04-01,152.01,15.47,5.0,10.736,6.0,15.0,4,2,2023,4,184.77,213.01,171.92999999999998,48.78421056038521,False,False,True,False,True,False,False,False,False
2023-05-01,127.28,-12.409999999999998,5.0,9.54,13.0,19.0,5,2,2023,5,152.01,184.77,183.26333333333332,30.527897623867485,False,False,True,False,True,False,False,False,False
2023-06-01,56.53,-14.6,3.0,8.183333333333334,10.0,9.0,6,2,2023,6,127.28,152.01,154.68666666666667,28.83831536919826,False,False,True,False,True,False,False,False,False
2023-07-01,126.7,12.9,4.0,12.32,6.25,12.0,7,3,2023,7,56.53,127.28,111.93999999999998,49.55395342452513,False,False,True,False,True,False,False,False,False
2023-08-01,291.65,68.58,5.0,15.424,9.0,21.0,8,3,2023,8,126.7,56.53,103.50333333333333,40.68113362891133,False,False,True,False,True,False,False,False,False
2023-09-01,83.22,-16.88,5.0,8.472,7.0,12.0,9,3,2023,9,291.65,126.7,158.29333333333332,120.70193715650687,False,False,True,False,True,False,False,False,False
2023-10-01,26.53,-5.51,2.0,13.965,5.0,2.0,10,4,2023,10,83.22,291.65,167.19000000000003,109.95611078971463,False,False,True,False,True,False,False,False,False
2023-11-01,152.18,7.01,5.0,11.384,6.0,16.0,11,4,2023,11,26.53,83.22,133.79999999999998,139.60983453897506,False,False,True,False,True,False,False,False,False
2023-12-01,103.0,6.110000000000001,3.0,12.153333333333334,10.0,9.0,12,4,2023,12,152.18,26.53,87.31,62.924770162472626,False,False,True,False,True,False,False,False,False
2024-01-01,139.65,-0.0099999999999997,5.0,13.466,15.0,13.0,1,1,2024,13,103.0,152.18,93.90333333333335,63.31700113976765,False,False,True,False,True,False,False,False,False
2024-02-01,13.22,-3.08,1.0,13.92,5.0,1.0,2,1,2024,14,139.65,103.0,131.61,25.556785791644472,False,False,True,False,True,False,False,False,False
2024-03-01,67.69,-12.44,4.0,7.7475,8.75,11.0,3,1,2024,15,13.22,139.65,85.29,65.04897616411812,False,False,True,False,True,False,False,False,False
2024-04-01,180.93,24.65,5.0,13.472,11.0,15.0,4,2,2024,16,67.69,13.22,73.52,63.41630626266409,False,False,True,False,True,False,False,False,False
2024-05-01,297.65,73.21,6.0,10.883333333333333,5.0,23.0,5,2,2024,17,180.93,67.69,87.28000000000002,85.55400107534426,False,False,True,False,True,False,False,False,False
2024-06-01,65.67,-3.1,3.0,12.32,11.666666666666666,6.0,6,2,2024,18,297.65,180.93,182.09,114.98438850557055,False,False,True,False,True,False,False,False,False
2024-07-01,58.34,0.79,2.0,13.065,5.0,5.0,7,3,2024,19,65.67,297.65,181.41666666666666,115.99076572440289,False,False,True,False,True,False,False,False,False
2024-08-01,167.18,5.289999999999999,6.0,10.665,7.5,17.0,8,3,2024,20,58.34,65.67,140.5533333333333,136.09906036903166,False,False,True,False,True,False,False,False,False
2024-09-01,239.04,38.29,6.0,12.858333333333334,10.0,22.0,9,3,2024,21,167.18,58.34,97.06333333333333,60.83331680365078,False,False,True,False,True,False,False,False,False
2024-10-01,305.49,58.86,6.0,12.501666666666669,10.0,32.0,10,4,2024,22,239.04,167.18,154.85333333333332,90.97847291163623,False,False,True,False,True,False,False,False,False
2024-11-01,182.0,50.6,3.0,10.4,3.333333333333333,21.0,11,4,2024,23,305.49,239.04,237.23666666666668,69.17263211222563,False,False,True,False,True,False,False,False,False
2024-12-01,266.09000000000003,5.570000000000002,7.0,10.912857142857144,14.285714285714286,33.0,12,4,2024,24,182.0,305.49,242.17666666666665,61.80472500815213,False,False,True,False,True,False,False,False,False
2025-01-01,129.09,33.88,2.0,10.24,15.0,13.0,1,1,2025,25,266.09000000000003,182.0,251.1933333333333,63.07834837195172,False,False,True,False,True,False,False,False,False
2025-02-01,17.740000000000002,-12.54,2.0,9.175,10.0,2.0,2,1,2025,26,129.09,266.09000000000003,192.39333333333332,69.08882712373486,False,False,True,False,True,False,False,False,False
2025-03-01,174.1,26.74,3.0,15.486666666666665,18.33333333333333,15.0,3,1,2025,27,17.740000000000002,129.09,137.64,124.39556865097728,False,False,True,False,True,False,False,False,False
2025-04-01,307.46,70.58,5.0,16.381999999999998,11.0,24.0,4,2,2025,28,174.1,17.740000000000002,106.97666666666665,80.49137862736195,False,False,True,False,True,False,False,False,False
2025-05-01,563.0,119.28,9.0,14.30888888888889,7.777777777777778,38.0,5,2,2025,29,307.46,174.1,166.4333333333333,145.01207857738376,False,False,True,False,True,False,False,False,False
2025-06-01,134.89999999999998,29.08,3.0,11.836666666666666,3.333333333333333,11.0,6,2,2025,30,563.0,307.46,348.18666666666667,197.6228694593146,False,False,True,False,True,False,False,False,False
2025-07-01,262.3,68.99,3.0,16.236666666666668,10.0,19.0,7,3,2025,31,134.89999999999998,563.0,335.11999999999995,215.38618618657966,False,False,True,False,True,False,False,False,False
2025-08-01,69.86,10.45,2.0,18.915,12.5,4.0,8,3,2025,32,262.3,134.89999999999998,320.06666666666666,219.81843265143462,False,False,True,False,True,False,False,False,False
2025-09-01,119.36,18.11,2.0,11.09,12.5,12.0,9,3,2025,33,69.86,262.3,155.68666666666667,97.8894914346444,False,False,True,False,True,False,False,False,False
2025-10-01,131.89,14.81,4.0,15.955,12.5,10.0,10,4,2025,34,119.36,69.86,150.50666666666666,99.92934770793474,False,False,True,False,True,False,False,False,False
2025-11-01,191.68,24.790000000000003,5.0,10.904,9.0,17.0,11,4,2025,35,131.89,119.36,107.03666666666668,32.79982672718449,False,False,True,False,True,False,False,False,False
2025-12-01,363.37,105.44,6.0,14.953333333333331,6.666666666666667,25.0,12,4,2025,36,191.68,131.89,147.64333333333332,38.648043072493614,False,False,True,False,True,False,False,False,False
2023-03-01,82.24000000000001,8.95,3.0,11.543333333333331,11.666666666666666,8.0,3,1,2023,3,56.540000000000006,222.55,139.54500000000002,117.38679674477875,False,False,True,False,False,True,False,False,False
2023-04-01,0.0,0.0,0.0,55.09,0.0,0.0,4,2,2023,4,82.24000000000001,56.540000000000006,120.44333333333334,89.35575545723584,False,False,True,False,False,True,False,False,False
2023-05-01,24.32,-4.84,1.0,11.58,30.0,3.0,5,2,2023,5,0.0,82.24000000000001,46.26000000000001,42.0727132474244,False,False,True,False,False,True,False,False,False
2023-06-01,93.27,-11.53,6.0,10.301666666666668,9.166666666666666,11.0,6,2,2023,6,24.32,0.0,35.52,42.24848399647023,False,False,True,False,False,True,False,False,False
2023-07-01,23.8,3.38,1.0,11.9,0.0,2.0,7,3,2023,7,93.27,24.32,39.196666666666665,48.38191432067703,False,False,True,False,False,True,False,False,False
2023-08-01,179.89,32.85,3.0,8.893333333333333,13.333333333333334,22.0,8,3,2023,8,23.8,93.27,47.13,39.959258001119096,False,False,True,False,False,True,False,False,False
2023-09-01,126.12,31.19,3.0,11.24,10.0,11.0,9,3,2023,9,179.89,23.8,98.98666666666668,78.20186847725144,False,False,True,False,False,True,False,False,False
2023-10-01,116.82,33.27,3.0,19.866666666666664,13.333333333333334,6.0,10,4,2023,10,126.12,179.89,109.93666666666667,79.29342490606224,False,False,True,False,False,True,False,False,False
2023-11-01,45.33,-9.04,3.0,11.106666666666667,11.666666666666666,5.0,11,4,2023,11,116.82,126.12,140.94333333333333,34.047828614073644,False,False,True,False,False,True,False,False,False
2023-12-01,0.0,0.0,0.0,55.09,0.0,0.0,12,4,2023,12,45.33,116.82,96.08999999999999,44.2047022385628,False,False,True,False,False,True,False,False,False
2024-01-01,63.99,6.33,3.0,16.903333333333332,5.0,4.0,1,1,2024,13,0.0,45.33,54.04999999999999,58.89615352465727,False,False,True,False,False,True,False,False,False
2024-02-01,22.950000000000003,-3.17,2.0,11.475,0.0,2.0,2,1,2024,14,63.99,0.0,36.44,32.90826795806792,False,False,True,False,False,True,False,False,False
2024-03-01,83.49,0.639999999999999,4.0,10.8425,6.25,9.0,3,1,2024,15,22.950000000000003,63.99,28.98,32.41836979244946,False,False,True,False,False,True,False,False,False
2024-04-01,181.68,19.95,7.0,11.001428571428573,8.571428571428571,18.0,4,2,2024,16,83.49,22.950000000000003,56.81,30.902058183881532,False,False,True,False,False,True,False,False,False
2024-05-01,26.97,4.96,1.0,9.99,10.0,3.0,5,2,2024,17,181.68,83.49,96.04,80.10574323979525,False,False,True,False,False,True,False,False,False
2024-06-01,58.79,-4.640000000000001,3.0,11.046666666666669,6.666666666666667,6.0,6,2,2024,18,26.97,181.68,97.38,78.28470540277968,False,False,True,False,False,True,False,False,False
2024-07-01,152.07,28.74,4.0,13.6425,2.5,13.0,7,3,2024,19,58.79,26.97,89.14666666666666,81.7003147688755,False,False,True,False,False,True,False,False,False
2024-08-01,173.28,54.64,2.0,14.15,12.5,14.0,8,3,2024,20,152.07,58.79,79.27666666666666,65.01753712140544,False,False,True,False,False,True,False,False,False
2024-09-01,193.73,46.93,5.0,14.64,5.0,13.0,9,3,2024,21,173.28,152.07,128.04666666666665,60.90837736578882,False,False,True,False,False,True,False,False,False
2024-10-01,156.43,43.22,3.0,13.476666666666668,8.333333333333334,12.0,10,4,2024,22,193.73,173.28,173.02666666666664,20.831155352820364,False,False,True,False,False,True,False,False,False
2024-11-01,169.27,42.42,5.0,13.85,3.0,11.0,11,4,2024,23,156.43,193.73,174.48000000000002,18.678931982316417,False,False,True,False,False,True,False,False,False
2024-12-01,33.63,-8.59,2.0,6.12,5.0,6.0,12,4,2024,24,169.27,156.43,173.14333333333335,18.94926207886039,False,False,True,False,False,True,False,False,False
2025-01-01,63.39,8.89,2.0,9.275,2.5,7.0,1,1,2025,25,33.63,169.27,119.77666666666666,74.88092235899164,False,False,True,False,False,True,False,False,False
2025-02-01,12.93,-1.83,1.0,12.93,0.0,1.0,2,1,2025,26,63.39,33.63,88.76333333333334,71.29100176974181,False,False,True,False,False,True,False,False,False
2025-03-01,154.62,40.11,3.0,13.706666666666663,6.666666666666667,11.0,3,1,2025,27,12.93,63.39,36.65,25.3651966284512,False,False,True,False,False,True,False,False,False
2025-04-01,121.03,20.49,4.0,11.965,10.0,10.0,4,2,2025,28,154.62,12.93,76.98,71.81594600087085,False,False,True,False,False,True,False,False,False
2025-05-01,65.59,14.6,1.0,12.86,15.0,6.0,5,2,2025,29,121.03,154.62,96.19333333333334,74.03822683812284,False,False,True,False,False,True,False,False,False
2025-06-01,185.45,23.700000000000003,6.0,13.378333333333332,8.333333333333334,17.0,6,2,2025,30,65.59,121.03,113.74666666666667,44.95965339427491,False,False,True,False,False,True,False,False,False
2025-07-01,146.95,40.23,2.0,19.795,10.0,9.0,7,3,2025,31,185.45,65.59,124.02333333333333,59.98603948697842,False,False,True,False,False,True,False,False,False
2025-08-01,42.69,9.88,1.0,15.81,10.0,3.0,8,3,2025,32,146.95,185.45,132.66333333333333,61.193843916960596,False,False,True,False,False,True,False,False,False
2025-09-01,251.19,46.56,6.0,10.388333333333334,3.333333333333333,28.0,9,3,2025,33,42.69,146.95,125.02999999999997,73.86114810913786,False,False,True,False,False,True,False,False,False
2025-10-01,229.9,68.34,5.0,12.77,7.0,18.0,10,4,2025,34,251.19,42.69,146.94333333333333,104.25000015987212,False,False,True,False,False,True,False,False,False
2025-11-01,119.3,21.29,3.0,11.926666666666668,3.333333333333333,12.0,11,4,2025,35,229.9,251.19,174.59333333333333,114.72655766357387,False,False,True,False,False,True,False,False,False
2025-12-01,22.64,-2.84,1.0,6.29,10.0,4.0,12,4,2025,36,119.3,229.9,200.13,70.80559794253568,False,False,True,False,False,True,False,False,False
2023-03-01,90.68,35.55,1.0,22.67,0.0,4.0,3,1,2023,3,0.0,105.69,52.845,74.73411570360621,False,False,True,False,False,False,True,False,False
2023-04-01,9.08,-8.78,1.0,4.54,0.0,2.0,4,2,2023,4,90.68,0.0,65.45666666666666,57.18178410414748,False,False,True,False,False,False,True,False,False
2023-05-01,0.0,0.0,0.0,55.09,0.0,0.0,5,2,2023,5,9.08,90.68,33.25333333333334,49.93974502671527,False,False,True,False,False,False,True,False,False
2023-06-01,94.45,12.75,2.0,21.22,12.5,5.0,6,2,2023,6,0.0,9.08,33.25333333333334,49.93974502671527,False,False,True,False,False,False,True,False,False
2023-07-01,38.92,-10.15,2.0,11.18,5.0,4.0,7,3,2023,7,94.45,0.0,34.51,52.107718238280206,False,False,True,False,False,False,True,False,False
2023-08-01,88.95,-13.91,3.0,8.013333333333334,6.666666666666667,12.0,8,3,2023,8,38.92,94.45,44.45666666666667,47.467795749679944,False,False,True,False,False,False,True,False,False
2023-09-01,0.0,0.0,0.0,55.09,0.0,0.0,9,3,2023,9,88.95,38.92,74.10666666666667,30.596382683796694,False,False,True,False,False,False,True,False,False
2023-10-01,83.54,-9.92,3.0,13.35,18.33333333333333,8.0,10,4,2023,10,0.0,88.95,42.623333333333335,44.590488148632474,False,False,True,False,False,False,True,False,False
2023-11-01,85.33,22.61,1.0,14.97,5.0,6.0,11,4,2023,11,83.54,0.0,57.49666666666667,49.866993425845656,False,False,True,False,False,False,True,False,False
2023-12-01,120.46,34.01,1.0,11.81,15.0,12.0,12,4,2023,12,85.33,83.54,56.29,48.756785168835734,False,False,True,False,False,False,True,False,False
2024-01-01,0.0,0.0,0.0,55.09,0.0,0.0,1,1,2024,13,120.46,85.33,96.44333333333333,20.81829083602531,False,False,True,False,False,False,True,False,False
2024-02-01,40.29,-10.17,2.0,17.035,15.0,3.0,2,1,2024,14,0.0,120.46,68.59666666666665,61.94881946682546,False,False,True,False,False,False,True,False,False
2024-03-01,10.33,-6.49,1.0,10.33,0.0,1.0,3,1,2024,15,40.29,0.0,53.583333333333336,61.32036719829173,False,False,True,False,False,False,True,False,False
2024-04-01,53.8,-12.99,3.0,11.266666666666666,6.666666666666667,5.0,4,2,2024,16,10.33,40.29,16.87333333333333,20.926835244090988,False,False,True,False,False,False,True,False,False
2024-05-01,87.14,1.08,3.0,11.246666666666668,6.666666666666667,9.0,5,2,2024,17,53.8,10.33,34.806666666666665,22.24770624880979,False,False,True,False,False,False,True,False,False
2024-06-01,0.0,0.0,0.0,55.09,0.0,0.0,6,2,2024,18,87.14,53.8,50.42333333333334,38.51617106272808,False,False,True,False,False,False,True,False,False
2024-07-01,0.0,0.0,0.0,55.09,0.0,0.0,7,3,2024,19,0.0,87.14,46.98,43.968502362486696,False,False,True,False,False,False,True,False,False
2024-08-01,0.0,0.0,0.0,55.09,0.0,0.0,8,3,2024,20,0.0,0.0,29.04666666666667,50.31030245718396,False,False,True,False,False,False,True,False,False
2024-09-01,0.0,0.0,0.0,55.09,0.0,0.0,9,3,2024,21,0.0,0.0,0.0,0.0,False,False,True,False,False,False,True,False,False
2024-10-01,123.74,-3.870000000000001,5.0,11.388,5.0,11.0,10,4,2024,22,0.0,0.0,0.0,0.0,False,False,True,False,False,False,True,False,False
2024-11-01,0.0,0.0,0.0,55.09,0.0,0.0,11,4,2024,23,123.74,0.0,41.24666666666666,71.4413223095243,False,False,True,False,False,False,True,False,False
2024-12-01,128.97,32.49,2.0,17.740000000000002,10.0,7.0,12,4,2024,24,0.0,123.74,41.24666666666666,71.4413223095243,False,False,True,False,False,False,True,False,False
2025-01-01,0.0,0.0,0.0,55.09,0.0,0.0,1,1,2025,25,128.97,0.0,84.23666666666666,72.99794677477809,False,False,True,False,False,False,True,False,False
2025-02-01,95.61,21.58,1.0,14.06,15.0,8.0,2,1,2025,26,0.0,128.97,42.99,74.46086421738605,False,False,True,False,False,False,True,False,False
2025-03-01,0.0,0.0,0.0,55.09,0.0,0.0,3,1,2025,27,95.61,0.0,74.86000000000001,66.94204284304448,False,False,True,False,False,False,True,False,False
2025-04-01,267.5,51.14,5.0,15.618,10.0,18.0,4,2,2025,28,0.0,95.61,31.87,55.200459237220116,False,False,True,False,False,False,True,False,False
2025-05-01,45.49,-2.04,1.0,7.22,10.0,7.0,5,2,2025,29,267.5,0.0,121.03666666666668,135.55054051287783,False,False,True,False,False,False,True,False,False
2025-06-01,73.72,4.8,2.0,16.805,15.0,5.0,6,2,2025,30,45.49,267.5,104.33,143.12816529250978,False,False,True,False,False,False,True,False,False
2025-07-01,0.0,0.0,0.0,55.09,0.0,0.0,7,3,2025,31,73.72,45.49,128.90333333333334,120.85532769941645,False,False,True,False,False,False,True,False,False
2025-08-01,14.45,-5.02,1.0,15.21,5.0,1.0,8,3,2025,32,0.0,73.72,39.73666666666667,37.1952313251757,False,False,True,False,False,False,True,False,False
2025-09-01,68.1,4.24,2.0,9.365,7.5,9.0,9,3,2025,33,14.45,0.0,29.39,39.06484736947013,False,False,True,False,False,False,True,False,False
2025-10-01,45.29,5.56,1.0,17.76,15.0,3.0,10,4,2025,34,68.1,14.45,27.516666666666666,35.881134783244114,False,False,True,False,False,False,True,False,False
2025-11-01,0.0,0.0,0.0,55.09,0.0,0.0,11,4,2025,35,45.29,68.1,42.61333333333334,26.924970442571183,False,False,True,False,False,False,True,False,False
2025-12-01,23.87,-3.28,1.0,13.26,10.0,2.0,12,4,2025,36,0.0,45.29,37.79666666666666,34.66287687618169,False,False,True,False,False,False,True,False,False
2023-03-01,281.89,88.19,6.0,10.17,4.166666666666667,22.0,3,1,2023,3,58.02,113.16,85.59,38.98986791462623,False,False,True,False,False,False,False,True,False
2023-04-01,169.53,54.120000000000005,4.0,14.0,6.25,12.0,4,2,2023,4,281.89,58.02,151.02333333333334,116.63905106495565,False,False,True,False,False,False,False,True,False
2023-05-01,141.16000000000005,29.67,5.0,12.572,9.0,13.0,5,2,2023,5,169.53,281.89,169.8133333333333,111.93526894296245,False,False,True,False,False,False,False,True,False
2023-06-01,296.1,116.13,3.0,16.356666666666666,6.666666666666667,16.0,6,2,2023,6,141.16000000000005,169.53,197.52666666666667,74.42508470491205,False,False,True,False,False,False,False,True,False
2023-07-01,175.93,42.6,6.0,13.648333333333332,9.166666666666666,13.0,7,3,2023,7,296.1,141.16000000000005,202.26333333333335,82.49366177672887,False,False,True,False,False,False,False,True,False
2023-08-01,165.0,36.67,5.0,12.912,9.0,14.0,8,3,2023,8,175.93,296.1,204.39666666666668,81.2979964902785,False,False,True,False,False,False,False,True,False
2023-09-01,146.01,40.13,4.0,13.45,13.75,11.0,9,3,2023,9,165.0,175.93,212.34333333333333,72.7409831754654,False,False,True,False,False,False,False,True,False
2023-10-01,46.45,8.8,2.0,13.675,2.5,5.0,10,4,2023,10,146.01,165.0,162.31333333333333,15.139855789713994,False,False,True,False,False,False,False,True,False
2023-11-01,79.17,17.96,2.0,9.535,10.0,10.0,11,4,2023,11,46.45,146.01,119.15333333333332,63.67484615869387,False,False,True,False,False,False,False,True,False
2023-12-01,414.3,99.84,13.0,12.783846153846154,7.6923076923076925,36.0,12,4,2023,12,79.17,46.45,90.54333333333334,50.74507792223131,False,False,True,False,False,False,False,True,False
2024-01-01,292.02,78.88,5.0,11.580000000000002,5.0,27.0,1,1,2024,13,414.3,79.17,179.97333333333336,203.59123172016356,False,False,True,False,False,False,False,True,False
2024-02-01,64.6,11.66,2.0,12.835,10.0,6.0,2,1,2024,14,292.02,414.3,261.83,169.59247123619613,False,False,True,False,False,False,False,True,False
2024-03-01,343.16,131.59,4.0,15.9275,7.5,22.0,3,1,2024,15,64.6,292.02,256.9733333333333,177.4647123608898,False,False,True,False,False,False,False,True,False
2024-04-01,209.4,51.32,5.0,13.56,13.0,18.0,4,2,2024,16,343.16,64.6,233.26,148.28510242097826,False,False,True,False,False,False,False,True,False
2024-05-01,75.43,7.34,3.0,13.933333333333332,8.333333333333334,7.0,5,2,2024,17,209.4,343.16,205.72,139.3164570321827,False,False,True,False,False,False,False,True,False
2024-06-01,167.03,52.2,3.0,9.08,1.6666666666666667,15.0,6,2,2024,18,75.43,209.4,209.33,133.86501372651486,False,False,True,False,False,False,False,True,False
2024-07-01,269.57,94.02,4.0,14.8475,12.5,21.0,7,3,2024,19,167.03,75.43,150.62,68.47595417370981,False,False,True,False,False,False,False,True,False
2024-08-01,273.31,71.31,7.0,12.55714285714286,7.142857142857143,22.0,8,3,2024,20,269.57,167.03,170.67666666666665,97.12135982024417,False,False,True,False,False,False,False,True,False
2024-09-01,240.08,69.97,4.0,11.515,10.0,22.0,9,3,2024,21,273.31,269.57,236.63666666666668,60.310139556573276,False,False,True,False,False,False,False,True,False
2024-10-01,118.61,2.3199999999999994,5.0,9.605999999999998,14.0,17.0,10,4,2024,22,240.08,273.31,260.9866666666667,18.20201728746974,False,False,True,False,False,False,False,True,False
2024-11-01,174.55,23.55,7.0,9.327142857142857,7.142857142857143,19.0,11,4,2024,23,118.61,240.08,210.66666666666666,81.43635940618503,False,False,True,False,False,False,False,True,False
2024-12-01,159.96,32.43,4.0,10.9125,8.75,17.0,12,4,2024,24,174.55,118.61,177.74666666666667,60.79806109847037,False,False,True,False,False,False,False,True,False
2025-01-01,159.0,46.07,4.0,15.325,7.5,12.0,1,1,2025,25,159.96,174.55,151.04,29.017162163106168,False,False,True,False,False,False,False,True,False
2025-02-01,87.76,9.07,4.0,13.225,11.25,8.0,2,1,2025,26,159.0,159.96,164.50333333333333,8.713898859485072,False,False,True,False,False,False,False,True,False
2025-03-01,198.5,49.05,5.0,12.36,11.0,18.0,3,1,2025,27,87.76,159.0,135.57333333333335,41.41034331339615,False,False,True,False,False,False,False,True,False
2025-04-01,67.25,4.19,4.0,12.4625,5.0,6.0,4,2,2025,28,198.5,87.76,148.42,56.122982814529735,False,False,True,False,False,False,False,True,False
2025-05-01,100.75,11.45,5.0,8.758,8.0,14.0,5,2,2025,29,67.25,198.5,117.83666666666666,70.6052054266067,False,False,True,False,False,False,False,True,False
2025-06-01,71.58,-6.390000000000001,6.0,8.398333333333333,11.666666666666666,9.0,6,2,2025,30,100.75,67.25,122.16666666666667,68.19564380027022,False,False,True,False,False,False,False,True,False
2025-07-01,11.55,-0.5,1.0,12.16,5.0,1.0,7,3,2025,31,71.58,100.75,79.86000000000001,18.22035400314714,False,False,True,False,False,False,False,True,False
2025-08-01,27.0,0.4999999999999999,2.0,10.53,10.0,3.0,8,3,2025,32,11.55,71.58,61.293333333333344,45.4810029939241,False,False,True,False,False,False,False,True,False
2025-09-01,133.01,36.87,3.0,9.426666666666668,5.0,13.0,9,3,2025,33,27.0,11.55,36.71000000000001,31.170712215154772,False,False,True,False,False,False,False,True,False
2025-10-01,119.52,19.12,4.0,9.98,3.75,14.0,10,4,2025,34,133.01,27.0,57.18666666666667,66.11776639703834,False,False,True,False,False,False,False,True,False
2025-11-01,226.63,38.71,8.0,12.7975,8.75,19.0,11,4,2025,35,119.52,133.01,93.17666666666666,57.70622525632163,False,False,True,False,False,False,False,True,False
2025-12-01,160.18,22.07,6.0,12.813333333333333,10.0,15.0,12,4,2025,36,226.63,119.52,159.72,58.33700455114232,False,False,True,False,False,False,False,True,False
2023-03-01,0.0,0.0,0.0,55.09,0.0,0.0,3,1,2023,3,69.46,37.16,53.309999999999995,22.839549032325483,False,False,True,False,False,False,False,False,True
2023-04-01,0.0,0.0,0.0,55.09,0.0,0.0,4,2,2023,4,0.0,69.46,35.54,34.75832562135293,False,False,True,False,False,False,False,False,True
2023-05-01,0.0,0.0,0.0,55.09,0.0,0.0,5,2,2023,5,0.0,0.0,23.153333333333332,40.1027496979114,False,False,True,False,False,False,False,False,True
2023-06-01,0.0,0.0,0.0,55.09,0.0,0.0,6,2,2023,6,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True
2023-07-01,25.26,-13.95,2.0,11.465,2.5,3.0,7,3,2023,7,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True
2023-08-01,85.08,-6.42,3.0,10.446666666666667,13.333333333333334,11.0,8,3,2023,8,25.26,0.0,8.42,14.58386779972995,False,False,True,False,False,False,False,False,True
2023-09-01,0.0,0.0,0.0,55.09,0.0,0.0,9,3,2023,9,85.08,25.26,36.78,43.69421472002902,False,False,True,False,False,False,False,False,True
2023-10-01,218.96,39.03,4.0,14.655,7.5,16.0,10,4,2023,10,0.0,85.08,36.78,43.69421472002902,False,False,True,False,False,False,False,False,True
2023-11-01,88.03999999999999,6.239999999999998,3.0,13.376666666666669,8.333333333333334,6.0,11,4,2023,11,218.96,0.0,101.34666666666668,110.38262423648631,False,False,True,False,False,False,False,False,True
2023-12-01,114.88,0.7399999999999984,4.0,8.965,3.75,13.0,12,4,2023,12,88.03999999999999,218.96,102.33333333333333,110.17756093385502,False,False,True,False,False,False,False,False,True
2024-01-01,102.81,31.98,2.0,16.545,0.0,6.0,1,1,2024,13,114.88,88.03999999999999,140.62666666666667,69.15330601882556,False,False,True,False,False,False,False,False,True
